Gender,Birth Day,height,weight,Allergy,Diet Type,Religion,Meal_Type,Satisfy Score
Female,5/14/2023,106,57,Tree Nuts,Pesetarianism,Hinduism,Luxury,5
Male,1/21/2023,172,63,,Veganism,Hinduism,Luxury,5
Male,4/3/2023,173,144,,Pesetarianism,Buddism,Luxury,4
Female,7/30/2022,170,125,Sulphur Dioxide Sulphites,Veganism,Taoism,Complex,3
Female,7/29/2022,135,40,,Pesetarianism,Islam,Complex,3
Male,6/23/2022,110,114,,Veganism,Sikhism,Balance,5
Male,9/24/2023,140,159,,Omnivorousness,Christianity,Complex,1
Female,3/17/2023,130,141,Eggs,Pesetarianism,Sikhism,Minimal,5
Female,6/6/2023,165,43,Eggs,Omnivorousness,Christianity,Luxury,5
Female,11/29/2022,165,160,Soy,Omnivorousness,Christianity,Minimal,3
Female,10/26/2023,120,98,Gluten,Pesetarianism,Hinduism,Luxury,5
Male,11/13/2023,133,98,Fish,Omnivorousness,Judaism,Luxury,4
Male,9/19/2022,183,136,,Veganism,Islam,Balance,2
Female,10/25/2022,142,136,Sulphur Dioxide Sulphites,Pesetarianism,Judaism,Minimal,3
Male,6/12/2022,190,174,Mustard,Veganism,Hinduism,Luxury,3
Female,11/24/2023,151,131,,Pesetarianism,Sikhism,Luxury,5
Female,6/6/2023,114,102,Sesame,Omnivorousness,Christianity,Complex,4
Male,2/28/2022,135,62,Milk,Omnivorousness,Hinduism,Minimal,1
Female,10/13/2023,190,93,,Vegetarianism,Taoism,Complex,4
Female,8/10/2023,123,62,,Omnivorousness,Taoism,Balance,1
Female,6/30/2022,199,38,,Omnivorousness,Islam,Minimal,5
Male,12/18/2023,104,158,,Vegetarianism,Shinto,Luxury,3
Female,11/18/2022,184,53,Milk,Omnivorousness,Christianity,Complex,5
Female,3/31/2023,188,108,Gluten,Vegetarianism,Christianity,Complex,5
Female,6/10/2022,199,166,Mustard,Omnivorousness,Buddism,Complex,4
Male,4/16/2022,138,72,Eggs,Veganism,Shinto,Luxury,3
Male,8/1/2023,110,137,,Omnivorousness,Shinto,Luxury,2
Female,12/5/2022,121,84,,Omnivorousness,Shinto,Luxury,1
Male,3/25/2023,119,168,Sesame,Pesetarianism,Judaism,Balance,2
Female,4/30/2023,102,125,,Omnivorousness,Judaism,Minimal,3
Female,2/15/2023,178,131,,Vegetarianism,Judaism,Luxury,3
Male,5/27/2022,101,133,,Veganism,Christianity,Minimal,4
Male,9/4/2023,104,98,Lupin,Pesetarianism,Christianity,Minimal,4
Male,9/3/2023,193,85,Eggs,Vegetarianism,Christianity,Minimal,5
Female,11/9/2022,135,94,,Vegetarianism,Shinto,Minimal,3
Male,6/13/2023,170,66,Milk,Omnivorousness,Hinduism,Complex,1
Female,8/24/2023,129,78,,Pesetarianism,Judaism,Balance,5
Male,12/1/2022,132,63,,Vegetarianism,Christianity,Complex,2
Female,8/17/2023,162,78,,Omnivorousness,Hinduism,Complex,5
Female,5/25/2023,121,52,,Omnivorousness,Christianity,Balance,2
Male,5/19/2022,109,84,Milk,Vegetarianism,Christianity,Minimal,4
Male,1/30/2023,117,164,,Veganism,Taoism,Complex,3
Male,10/18/2022,183,127,Sulphur Dioxide Sulphites,Vegetarianism,Buddism,Luxury,2
Female,2/15/2022,112,81,,Veganism,Islam,Minimal,3
Male,7/13/2023,183,180,,Omnivorousness,Islam,Minimal,1
Female,2/15/2023,134,55,,Vegetarianism,Buddism,Complex,4
Male,4/1/2022,183,159,Lupin,Omnivorousness,Taoism,Luxury,3
Male,11/21/2022,139,171,,Omnivorousness,Islam,Minimal,1
Male,10/25/2023,160,75,,Omnivorousness,Taoism,Minimal,1
Female,9/3/2022,139,112,,Veganism,Taoism,Minimal,1
Male,3/14/2023,169,57,,Vegetarianism,Shinto,Luxury,5
Female,8/24/2022,132,125,Milk,Vegetarianism,Buddism,Minimal,3
Female,7/17/2022,189,74,Sulphur Dioxide Sulphites,Veganism,Shinto,Complex,5
Male,12/2/2023,198,129,,Vegetarianism,Judaism,Luxury,1
Male,7/23/2023,167,41,,Omnivorousness,Sikhism,Complex,4
Male,4/6/2022,167,164,Molluscs,Omnivorousness,Sikhism,Complex,5
Male,7/17/2022,140,90,,Vegetarianism,Taoism,Minimal,1
Male,10/2/2022,195,81,,Vegetarianism,Sikhism,Minimal,5
Male,11/17/2022,162,39,,Pesetarianism,Christianity,Complex,2
Female,6/28/2023,157,94,,Pesetarianism,Buddism,Balance,5
Male,6/17/2022,178,163,Fish,Vegetarianism,Shinto,Complex,5
Male,1/6/2023,103,109,,Pesetarianism,Hinduism,Minimal,5
Female,2/11/2022,184,162,,Omnivorousness,Sikhism,Balance,4
Male,9/23/2022,133,88,,Pesetarianism,Buddism,Minimal,2
Female,12/22/2022,150,155,,Veganism,Hinduism,Minimal,1
Female,12/23/2022,192,100,,Veganism,Taoism,Balance,4
Male,8/20/2022,173,174,,Omnivorousness,Buddism,Complex,1
Male,8/20/2023,141,185,Crustaceans,Vegetarianism,Christianity,Complex,2
Female,4/3/2022,145,41,,Veganism,Judaism,Minimal,5
Male,1/25/2023,188,101,,Vegetarianism,Christianity,Complex,3
Female,10/14/2023,129,133,Tree Nuts,Vegetarianism,Shinto,Luxury,3
Male,10/4/2023,193,156,,Omnivorousness,Shinto,Balance,2
Male,2/20/2023,194,44,,Pesetarianism,Christianity,Balance,1
Male,9/30/2022,185,174,Celery,Pesetarianism,Hinduism,Balance,5
Female,1/15/2023,119,118,,Omnivorousness,Christianity,Minimal,2
Female,5/1/2022,151,155,,Omnivorousness,Christianity,Luxury,1
Female,8/9/2023,170,107,,Veganism,Sikhism,Luxury,4
Female,3/1/2022,186,98,,Omnivorousness,Judaism,Complex,1
Female,10/31/2022,198,103,,Vegetarianism,Buddism,Minimal,1
Female,5/27/2023,118,135,,Pesetarianism,Sikhism,Complex,5
Male,6/17/2022,146,90,,Veganism,Sikhism,Minimal,4
Female,3/4/2022,176,37,,Vegetarianism,Judaism,Complex,3
Female,8/28/2022,197,117,Sulphur Dioxide Sulphites,Veganism,Christianity,Luxury,3
Male,11/14/2023,130,115,,Pesetarianism,Judaism,Luxury,3
Male,3/14/2023,101,182,Mustard,Vegetarianism,Hinduism,Minimal,5
Male,2/26/2023,107,78,,Veganism,Hinduism,Balance,3
Female,10/13/2022,199,124,,Omnivorousness,Judaism,Luxury,1
Female,7/15/2022,195,56,,Omnivorousness,Taoism,Minimal,1
Male,2/8/2022,128,51,Crustaceans,Veganism,Islam,Balance,3
Male,5/18/2022,178,159,,Veganism,Shinto,Complex,1
Female,8/6/2023,187,124,,Pesetarianism,Christianity,Balance,1
Female,8/31/2023,117,169,Celery,Omnivorousness,Buddism,Balance,2
Male,11/24/2023,181,134,,Vegetarianism,Judaism,Balance,3
Female,3/26/2022,182,132,,Omnivorousness,Buddism,Luxury,4
Female,10/10/2022,198,81,,Veganism,Shinto,Complex,3
Male,11/22/2022,188,181,Lupin,Veganism,Islam,Balance,1
Male,9/1/2022,185,166,,Omnivorousness,Shinto,Balance,1
Female,5/14/2022,184,65,,Pesetarianism,Christianity,Complex,5
Female,8/10/2023,165,120,,Veganism,Buddism,Balance,5
Female,5/18/2023,179,86,Lupin,Omnivorousness,Christianity,Luxury,1
Female,7/12/2023,141,132,,Pesetarianism,Shinto,Minimal,3
Female,11/21/2023,187,97,,Veganism,Sikhism,Minimal,4
Male,6/12/2022,109,68,Peanuts,Pesetarianism,Islam,Complex,3
Female,2/25/2022,191,174,,Veganism,Judaism,Balance,4
Female,6/12/2023,176,130,,Veganism,Buddism,Complex,5
Female,6/18/2023,185,137,,Omnivorousness,Christianity,Luxury,4
Female,4/5/2022,189,99,,Omnivorousness,Taoism,Complex,5
Male,4/16/2023,174,88,,Pesetarianism,Hinduism,Complex,1
Female,5/1/2022,166,35,,Vegetarianism,Sikhism,Minimal,3
Male,6/9/2022,162,137,,Veganism,Sikhism,Balance,5
Female,8/10/2023,128,152,Lupin,Omnivorousness,Sikhism,Luxury,1
Male,7/12/2023,176,146,,Omnivorousness,Buddism,Complex,3
Male,3/13/2023,133,109,,Pesetarianism,Sikhism,Minimal,4
Male,8/20/2022,148,57,Eggs,Vegetarianism,Sikhism,Luxury,4
Female,1/31/2022,122,113,,Pesetarianism,Hinduism,Complex,3
Female,5/18/2023,101,139,,Pesetarianism,Hinduism,Luxury,5
Male,9/8/2022,144,188,,Omnivorousness,Sikhism,Minimal,3
Female,12/12/2022,143,44,Celery,Omnivorousness,Hinduism,Luxury,1
Male,7/18/2023,171,51,,Pesetarianism,Hinduism,Complex,5
Male,4/15/2023,125,117,,Omnivorousness,Shinto,Balance,2
Male,12/9/2023,113,41,,Vegetarianism,Judaism,Complex,4
Male,1/13/2023,194,125,Tree Nuts,Veganism,Sikhism,Balance,5
Male,8/12/2022,185,97,,Omnivorousness,Buddism,Luxury,3
Female,4/1/2023,186,66,,Omnivorousness,Sikhism,Balance,5
Female,10/20/2023,112,147,,Omnivorousness,Taoism,Minimal,3
Male,6/24/2023,137,80,Lupin,Pesetarianism,Judaism,Luxury,4
Male,6/14/2023,148,73,Molluscs,Vegetarianism,Judaism,Luxury,2
Female,11/8/2023,174,108,Fish,Pesetarianism,Taoism,Minimal,5
Female,8/8/2022,152,113,Milk,Veganism,Buddism,Minimal,3
Male,2/12/2022,102,73,,Veganism,Christianity,Balance,1
Female,5/15/2022,162,83,,Pesetarianism,Buddism,Complex,4
Male,11/1/2022,108,121,,Pesetarianism,Shinto,Balance,5
Male,2/26/2023,167,73,Sulphur Dioxide Sulphites,Omnivorousness,Sikhism,Luxury,4
Female,4/6/2023,159,95,Soy,Vegetarianism,Islam,Minimal,2
Male,11/24/2022,173,148,,Vegetarianism,Buddism,Luxury,4
Female,9/17/2023,125,164,,Pesetarianism,Sikhism,Minimal,4
Male,3/31/2022,100,155,Fish,Pesetarianism,Sikhism,Minimal,2
Female,9/16/2023,167,146,Celery,Vegetarianism,Islam,Minimal,2
Male,1/23/2023,155,105,Sesame,Vegetarianism,Buddism,Luxury,3
Male,4/11/2022,163,51,,Pesetarianism,Hinduism,Luxury,4
Female,12/7/2023,150,61,,Veganism,Taoism,Complex,1
Male,6/3/2023,189,35,Soy,Vegetarianism,Buddism,Balance,4
Male,9/21/2022,127,155,,Vegetarianism,Christianity,Luxury,5
Female,11/12/2022,140,74,,Pesetarianism,Christianity,Luxury,4
Female,7/10/2023,164,51,,Omnivorousness,Taoism,Minimal,1
Female,1/22/2023,178,139,,Omnivorousness,Islam,Luxury,3
Female,7/27/2022,152,79,Molluscs,Omnivorousness,Hinduism,Minimal,1
Female,7/25/2023,172,153,,Omnivorousness,Hinduism,Complex,1
Female,1/5/2023,101,66,Lupin,Pesetarianism,Islam,Complex,1
Male,9/13/2022,157,90,,Pesetarianism,Shinto,Luxury,2
Female,8/21/2022,108,64,Crustaceans,Vegetarianism,Judaism,Luxury,3
Male,10/28/2023,139,43,,Omnivorousness,Sikhism,Balance,3
Female,9/28/2022,174,172,Peanuts,Vegetarianism,Hinduism,Luxury,2
Male,8/7/2022,109,55,,Omnivorousness,Judaism,Complex,3
Female,6/1/2022,191,147,,Vegetarianism,Shinto,Balance,3
Female,11/2/2022,145,111,Tree Nuts,Omnivorousness,Islam,Balance,3
Male,4/11/2022,107,152,Gluten,Omnivorousness,Sikhism,Balance,5
Male,1/10/2023,180,173,,Veganism,Islam,Balance,1
Male,1/30/2023,175,90,,Vegetarianism,Shinto,Balance,4
Female,11/29/2023,189,42,,Omnivorousness,Islam,Luxury,2
Male,11/12/2023,148,44,,Omnivorousness,Buddism,Balance,3
Male,10/30/2023,195,112,Gluten,Omnivorousness,Buddism,Complex,4
Female,10/18/2022,191,63,Tree Nuts,Vegetarianism,Judaism,Minimal,1
Male,11/3/2022,115,185,,Veganism,Hinduism,Balance,1
Male,7/24/2023,185,128,,Pesetarianism,Christianity,Complex,3
Male,4/3/2022,128,175,,Vegetarianism,Buddism,Complex,4
Male,11/28/2023,122,53,,Omnivorousness,Islam,Complex,1
Female,6/28/2022,195,70,Eggs,Pesetarianism,Taoism,Minimal,2
Male,7/4/2022,112,61,,Pesetarianism,Judaism,Luxury,3
Female,8/28/2022,183,186,,Vegetarianism,Hinduism,Luxury,2
Male,7/13/2023,125,157,Soy,Pesetarianism,Sikhism,Balance,2
Female,10/8/2022,109,153,,Veganism,Sikhism,Luxury,2
Male,7/12/2022,175,55,,Vegetarianism,Shinto,Balance,4
Female,8/12/2023,127,150,,Pesetarianism,Sikhism,Complex,2
Male,2/25/2022,171,115,Sesame,Pesetarianism,Sikhism,Balance,1
Male,3/11/2023,173,99,Milk,Omnivorousness,Hinduism,Luxury,3
Female,9/5/2023,166,125,,Vegetarianism,Buddism,Complex,4
Male,6/12/2022,118,158,Milk,Vegetarianism,Christianity,Complex,4
Female,7/20/2023,110,35,,Veganism,Sikhism,Luxury,4
Female,1/11/2023,135,123,,Omnivorousness,Sikhism,Luxury,5
Male,8/10/2023,106,120,,Omnivorousness,Judaism,Minimal,4
Female,11/2/2022,182,152,,Vegetarianism,Hinduism,Minimal,4
Male,7/22/2022,155,98,,Vegetarianism,Christianity,Complex,1
Male,9/10/2023,181,105,,Pesetarianism,Sikhism,Luxury,2
Male,3/27/2022,102,104,,Vegetarianism,Buddism,Balance,3
Male,3/15/2023,164,83,,Pesetarianism,Sikhism,Minimal,1
Female,4/9/2023,122,118,,Omnivorousness,Judaism,Minimal,5
Female,11/20/2022,181,63,Peanuts,Omnivorousness,Islam,Minimal,4
Female,4/6/2023,100,57,Celery,Omnivorousness,Buddism,Complex,5
Female,5/18/2022,140,41,,Pesetarianism,Christianity,Balance,3
Female,3/20/2022,144,102,,Omnivorousness,Christianity,Luxury,3
Female,6/14/2022,174,74,,Omnivorousness,Hinduism,Balance,3
Male,12/25/2022,156,148,,Vegetarianism,Judaism,Luxury,5
Male,8/6/2023,103,50,,Veganism,Sikhism,Complex,3
Male,6/1/2023,173,163,Tree Nuts,Vegetarianism,Buddism,Minimal,5
Male,12/16/2022,195,67,,Omnivorousness,Buddism,Balance,5
Female,4/11/2023,178,164,,Omnivorousness,Judaism,Minimal,2
Male,7/14/2022,189,45,,Pesetarianism,Judaism,Complex,1
Male,2/25/2022,111,110,Fish,Omnivorousness,Shinto,Minimal,4
Male,12/9/2023,157,66,,Pesetarianism,Hinduism,Balance,4
Female,8/2/2022,185,90,,Vegetarianism,Hinduism,Minimal,5
Male,4/23/2022,123,66,,Veganism,Buddism,Complex,3
Female,6/30/2022,130,53,,Vegetarianism,Hinduism,Balance,4
Female,3/27/2023,163,140,,Vegetarianism,Sikhism,Minimal,1
Male,7/25/2022,184,183,,Vegetarianism,Shinto,Minimal,4
Female,9/2/2022,109,169,,Pesetarianism,Shinto,Complex,4
Female,4/4/2022,141,122,,Pesetarianism,Sikhism,Balance,5
Male,6/27/2023,173,48,Peanuts,Pesetarianism,Taoism,Complex,1
Male,9/3/2023,104,121,,Veganism,Christianity,Complex,2
Male,10/21/2023,108,140,,Vegetarianism,Taoism,Complex,2
Male,7/17/2022,119,112,,Vegetarianism,Taoism,Complex,4
Male,5/13/2022,120,158,Sesame,Vegetarianism,Taoism,Balance,5
Female,3/9/2023,129,84,Eggs,Omnivorousness,Taoism,Complex,5
Female,7/1/2023,150,69,Eggs,Pesetarianism,Taoism,Minimal,2
Female,8/8/2022,124,173,Soy,Omnivorousness,Hinduism,Balance,2
Female,9/5/2023,106,50,,Omnivorousness,Hinduism,Luxury,1
Male,10/21/2022,112,132,,Vegetarianism,Hinduism,Minimal,1
Male,3/24/2022,185,130,,Veganism,Islam,Complex,2
Male,12/21/2022,162,85,,Veganism,Judaism,Balance,1
Female,4/28/2023,109,124,Milk,Veganism,Judaism,Balance,2
Male,7/26/2023,126,142,,Pesetarianism,Taoism,Balance,3
Male,4/18/2023,104,109,,Vegetarianism,Islam,Complex,1
Female,3/30/2022,130,155,,Pesetarianism,Judaism,Luxury,1
Female,4/6/2023,191,82,,Omnivorousness,Taoism,Minimal,3
Female,4/10/2022,101,93,Peanuts,Omnivorousness,Buddism,Luxury,5
Male,7/11/2023,190,150,,Omnivorousness,Buddism,Luxury,4
Female,11/8/2023,191,149,,Veganism,Sikhism,Complex,3
Male,8/8/2022,113,89,,Vegetarianism,Sikhism,Complex,3
Female,4/11/2022,159,80,,Omnivorousness,Hinduism,Luxury,2
Male,5/8/2023,112,189,Gluten,Pesetarianism,Sikhism,Luxury,4
Male,12/7/2023,119,176,,Vegetarianism,Shinto,Balance,1
Female,1/25/2023,182,109,Milk,Vegetarianism,Buddism,Complex,3
Female,8/30/2023,100,177,,Omnivorousness,Islam,Complex,4
Male,7/11/2022,146,73,,Veganism,Shinto,Luxury,4
Female,12/8/2023,193,104,Sesame,Omnivorousness,Islam,Luxury,5
Male,9/28/2023,128,161,Sulphur Dioxide Sulphites,Veganism,Christianity,Luxury,5
Male,12/22/2022,128,78,,Omnivorousness,Shinto,Minimal,3
Male,7/11/2022,110,66,Tree Nuts,Pesetarianism,Taoism,Balance,2
Male,9/18/2022,171,181,,Pesetarianism,Islam,Minimal,1
Female,10/10/2022,160,44,Eggs,Pesetarianism,Judaism,Luxury,2
Female,11/11/2023,175,180,,Pesetarianism,Taoism,Luxury,3
Female,4/17/2022,107,101,,Omnivorousness,Sikhism,Balance,4
Male,1/28/2023,155,53,,Veganism,Taoism,Balance,5
Female,6/3/2022,153,186,,Vegetarianism,Buddism,Complex,2
Male,2/27/2022,163,101,Milk,Omnivorousness,Taoism,Luxury,3
Female,4/7/2022,194,72,,Omnivorousness,Taoism,Complex,5
Male,10/19/2022,188,63,,Omnivorousness,Shinto,Balance,2
Male,4/19/2022,106,151,,Vegetarianism,Judaism,Balance,1
Female,11/18/2023,139,125,Sesame,Vegetarianism,Shinto,Balance,5
Female,3/31/2022,117,121,,Veganism,Judaism,Complex,5
Female,3/28/2022,138,142,,Omnivorousness,Hinduism,Complex,1
Female,12/13/2022,190,137,,Omnivorousness,Taoism,Luxury,1
Male,8/9/2022,115,34,,Omnivorousness,Islam,Complex,4
Male,9/17/2022,170,80,Sulphur Dioxide Sulphites,Vegetarianism,Judaism,Complex,4
Male,9/24/2022,101,161,,Pesetarianism,Islam,Minimal,5
Male,2/1/2023,196,157,,Veganism,Buddism,Complex,5
Female,8/9/2022,144,58,,Omnivorousness,Islam,Minimal,1
Female,5/15/2022,139,147,Sesame,Vegetarianism,Taoism,Luxury,5
Male,7/20/2023,130,128,,Vegetarianism,Shinto,Luxury,3
Female,6/5/2023,195,96,,Vegetarianism,Sikhism,Balance,4
Female,2/26/2023,113,36,Fish,Pesetarianism,Taoism,Complex,4
Male,4/20/2022,170,98,,Omnivorousness,Shinto,Minimal,2
Male,9/2/2022,127,139,Tree Nuts,Veganism,Judaism,Complex,4
Male,5/13/2023,111,161,Mustard,Omnivorousness,Sikhism,Minimal,4
Female,7/7/2022,151,47,,Veganism,Sikhism,Balance,1
Male,11/10/2023,125,162,,Omnivorousness,Christianity,Luxury,5
Female,3/17/2022,101,105,,Veganism,Christianity,Complex,3
Male,6/19/2022,121,121,Molluscs,Veganism,Hinduism,Minimal,3
Male,10/18/2023,167,70,,Pesetarianism,Hinduism,Complex,4
Female,5/29/2023,198,103,Milk,Omnivorousness,Buddism,Balance,5
Female,1/31/2023,120,172,,Omnivorousness,Sikhism,Luxury,2
Male,9/25/2022,180,32,,Vegetarianism,Buddism,Complex,3
Male,1/18/2023,107,43,,Pesetarianism,Taoism,Complex,5
Female,5/18/2022,168,187,Tree Nuts,Omnivorousness,Sikhism,Complex,5
Female,9/4/2023,189,44,,Veganism,Taoism,Complex,3
Male,4/16/2023,157,153,Lupin,Omnivorousness,Islam,Luxury,3
Male,5/19/2022,158,179,,Omnivorousness,Judaism,Minimal,3
Female,10/18/2023,156,130,,Vegetarianism,Sikhism,Complex,3
Male,2/23/2023,189,113,,Pesetarianism,Taoism,Minimal,5
Female,3/15/2023,166,56,,Vegetarianism,Taoism,Balance,5
Male,6/22/2022,158,74,,Pesetarianism,Buddism,Luxury,1
Female,11/1/2023,139,141,,Veganism,Buddism,Complex,2
Male,12/11/2023,192,36,,Pesetarianism,Shinto,Minimal,3
Female,6/5/2023,150,82,,Pesetarianism,Christianity,Luxury,2
Male,7/15/2023,147,113,,Omnivorousness,Hinduism,Balance,1
Male,1/21/2023,168,102,,Pesetarianism,Buddism,Complex,5
Male,10/10/2023,117,78,Tree Nuts,Veganism,Buddism,Complex,4
Male,7/26/2023,117,172,,Omnivorousness,Shinto,Minimal,2
Male,2/16/2022,104,120,,Vegetarianism,Christianity,Complex,1
Female,4/23/2022,139,50,,Vegetarianism,Judaism,Luxury,2
Male,4/25/2022,186,150,Gluten,Vegetarianism,Hinduism,Complex,5
Female,10/28/2022,184,160,,Veganism,Christianity,Balance,1
Male,4/4/2023,174,53,Lupin,Omnivorousness,Sikhism,Balance,3
Female,2/19/2022,104,184,Sesame,Omnivorousness,Islam,Luxury,4
Female,11/4/2023,141,58,,Pesetarianism,Buddism,Complex,3
Female,5/13/2023,161,132,Eggs,Pesetarianism,Christianity,Minimal,3
Male,5/9/2022,174,147,,Omnivorousness,Sikhism,Complex,2
Female,7/14/2023,192,62,,Vegetarianism,Buddism,Complex,5
Female,7/12/2022,177,40,,Vegetarianism,Buddism,Balance,4
Male,8/25/2023,113,183,,Veganism,Hinduism,Balance,5
Male,11/9/2023,104,111,Lupin,Pesetarianism,Taoism,Luxury,4
Female,8/22/2022,149,39,,Omnivorousness,Christianity,Complex,5
Female,1/31/2023,127,63,Gluten,Omnivorousness,Christianity,Balance,3
Female,11/21/2023,122,186,Tree Nuts,Veganism,Buddism,Minimal,2
Male,6/22/2022,161,37,Eggs,Omnivorousness,Buddism,Balance,4
Male,2/4/2023,139,71,,Vegetarianism,Islam,Luxury,2
Female,9/15/2023,178,176,,Omnivorousness,Christianity,Complex,2
Female,2/16/2022,149,38,Celery,Vegetarianism,Sikhism,Complex,2
Female,6/7/2023,132,115,Crustaceans,Veganism,Shinto,Minimal,5
Female,3/25/2022,132,186,Fish,Veganism,Judaism,Complex,1
Female,7/16/2023,116,184,,Omnivorousness,Christianity,Luxury,4
Male,7/26/2023,155,170,Lupin,Pesetarianism,Taoism,Luxury,1
Female,7/14/2022,174,43,,Veganism,Shinto,Luxury,3
Male,10/13/2022,111,160,Fish,Veganism,Shinto,Luxury,3
Male,8/18/2022,128,168,Milk,Pesetarianism,Shinto,Minimal,3
Male,2/20/2023,181,39,,Pesetarianism,Christianity,Balance,5
Female,11/14/2023,123,135,,Vegetarianism,Christianity,Luxury,4
Male,8/15/2023,114,64,,Pesetarianism,Sikhism,Complex,4
Male,4/22/2022,179,47,,Pesetarianism,Sikhism,Luxury,1
Female,1/18/2023,169,125,Gluten,Pesetarianism,Shinto,Luxury,3
Male,6/6/2023,116,107,,Vegetarianism,Hinduism,Balance,4
Male,4/27/2023,104,124,,Vegetarianism,Christianity,Luxury,1
Male,12/16/2023,158,179,,Vegetarianism,Shinto,Luxury,3
Female,7/3/2022,193,190,,Vegetarianism,Christianity,Minimal,1
Female,12/22/2022,131,158,,Omnivorousness,Islam,Luxury,3
Male,6/16/2022,122,82,,Pesetarianism,Buddism,Balance,2
Female,7/19/2023,165,97,Eggs,Omnivorousness,Hinduism,Minimal,5
Female,8/4/2023,163,106,,Pesetarianism,Hinduism,Minimal,1
Male,10/28/2023,166,122,,Omnivorousness,Shinto,Complex,2
Female,2/17/2023,196,144,,Omnivorousness,Sikhism,Balance,1
Male,2/23/2023,151,80,,Pesetarianism,Buddism,Balance,1
Female,10/19/2023,125,110,,Pesetarianism,Judaism,Minimal,3
Male,9/9/2023,190,55,,Omnivorousness,Taoism,Luxury,5
Female,12/23/2022,171,153,,Omnivorousness,Christianity,Minimal,3
Male,4/29/2023,110,133,,Pesetarianism,Sikhism,Balance,2
Male,9/27/2023,195,57,Mustard,Veganism,Sikhism,Complex,1
Female,1/2/2023,181,127,Crustaceans,Veganism,Christianity,Complex,5
